gender,region,parent_education_level,internet_access_quality,financial_stress_index,num_courses_enrolled,study_hours_per_week,sleep_hours_avg,extracurricular_count,prev_gpa,assignment_submission_rate,midterm_score,target
Male,Urban,High School,Good,5,5,15.5000936875678,4.7007881494851915,1,2.4709203210114077,66.21452823349584,54.65804770282838,At-Risk
Male,Suburban,High School,Excellent,10,6,17.58720328863143,5.496276427889516,3,2.5411301443973713,74.72418916889065,52.225054369275355,At-Risk
Male,Suburban,High School,Good,4,3,14.333876237258629,6.39721232998778,3,2.1237176696652056,51.581963691537375,63.584215306862106,At-Risk
Male,Rural,High School,Average,2,5,12.942584773785189,7.7598448076040984,1,2.6468708467526767,71.49812860184039,64.53378694596509,At-Risk
Male,Suburban,High School,Excellent,4,4,23.821806581149843,7.141474781917647,3,2.368131292124047,46.798977724778794,47.72254290948568,At-Risk
Female,Urban,High School,Excellent,8,6,9.070687706423358,4.7904598921323265,1,1.9111438019612483,56.30534348518203,44.073571419371326,Fail
Male,Suburban,Bachelors,Average,5,4,1.1814308744502515,4.522373458494224,0,1.6601348289515938,43.66405164632537,58.563875432804316,Fail
Male,Urban,Bachelors,Poor,5,6,23.095270154649224,7.38851208037561,3,3.1326801759157674,67.99118001795557,79.21588873133074,Pass
Female,Urban,High School,Good,10,5,8.869763019551762,7.180060825524132,0,1.642167028822077,51.74702122222543,35.91941187219051,Fail
Male,Suburban,Masters,Excellent,3,6,13.566909807508932,6.685184698582735,0,2.4521157733053807,48.89071409240415,65.31390709853171,At-Risk
Female,Urban,High School,Excellent,8,3,13.112839224688752,7.7243890810601386,3,1.949891391877268,25.998131905730165,45.112574003418125,Fail
Male,Suburban,Bachelors,Excellent,6,4,21.1587424534926,8.870218691341892,1,2.5024645079926002,71.02944618176576,58.48635269730657,At-Risk
Male,Rural,High School,Good,2,3,22.17428189813434,7.465103404998736,2,2.3124920112432585,61.66598939277443,52.561352019913656,At-Risk
Female,Rural,High School,Good,2,4,8.538122729474036,5.587524467803605,0,1.939393624270561,36.374657089741994,55.3164322590283,Fail
Female,Rural,Bachelors,Poor,9,4,21.784548140927,9.872829453504922,3,2.448223684275277,64.75912091927714,62.763627364593084,At-Risk
Female,Urban,Bachelors,Average,7,6,21.692051581080907,6.735537276064992,0,2.679157381973696,78.6777170658037,78.35688526239657,Pass
Female,Urban,Masters,Good,10,5,15.09677470462485,7.07499644939129,1,2.16095763695779,56.63571638827807,56.47902347561008,At-Risk
Female,Suburban,Bachelors,Good,9,5,19.662712776599292,6.019512942510555,3,2.4313547760948193,85.16937413312975,73.00467244396884,Pass
Male,Urban,PhD,Good,6,3,20.164149769723778,5.3883796770050765,2,2.2049956717226644,46.61474925437527,60.32558488994815,At-Risk
Male,Suburban,High School,Good,5,6,13.737860743870502,5.510508469642406,3,2.085078266128432,29.770380506644965,50.04737023664663,Fail
Female,Suburban,High School,Average,1,5,14.212167212248392,5.180808629397163,0,2.432294795794447,46.69769333633169,59.72436500259432,At-Risk
Female,Suburban,High School,Good,6,4,17.94664023537211,3.0,3,2.386306090641968,36.71383717201217,74.28062920343925,At-Risk
Non-binary,Urban,High School,Poor,6,4,6.857375166820944,6.765610411714848,3,2.090730830037333,73.65724932256728,62.69880876297455,At-Risk
Male,Urban,Bachelors,Good,3,6,13.230966667427056,8.653523283243645,0,2.3383307767503556,58.40886403849142,70.83233210035323,At-Risk
Male,Urban,Bachelors,Good,3,3,8.998206268483258,5.523531349859953,2,2.5459160543369324,83.03892189736777,55.58829969388856,At-Risk
Female,Urban,High School,Good,3,6,22.1178910149951,10.839231834179087,1,2.9677306422330414,70.64773106219943,59.1919151220036,At-Risk
Male,Rural,Masters,Excellent,3,3,13.172086877488365,9.079566710920911,3,2.854318633081544,62.307082238727624,64.61263258050398,At-Risk
Female,Urban,Masters,Average,7,6,16.38186861546676,6.972664248293918,2,2.1065274682353783,35.36243792360708,53.987046168347426,Fail
Female,Urban,High School,Good,10,4,13.907940320137449,5.333377267433075,1,2.002828742026156,46.10318424682983,44.90621917851689,Fail
Male,Urban,High School,Average,2,6,13.582579572708834,4.604353178080564,0,2.7105866986609786,76.20675395487248,67.9839356849506,Pass
Female,Suburban,High School,Good,10,5,16.054831437933103,6.829474487216344,2,2.0976898542821396,50.1961240323585,48.83256388716177,At-Risk
Female,Suburban,High School,Excellent,10,5,11.346781675989329,7.102180970273199,2,1.7473917738905111,27.709718599734735,29.56720087668013,Fail
Male,Urban,High School,Good,2,6,14.007588242662138,6.693419328810337,3,2.2593587352822917,63.0152145325376,59.91513521372219,At-Risk
Female,Urban,Bachelors,Excellent,3,3,13.97078501382456,8.603984680438963,0,2.967840995994404,82.58400110987105,74.44296389621864,Pass
Female,Urban,High School,Average,10,3,12.883923500658543,9.24562314436033,3,1.7039550213481505,37.30032842776635,53.23369492629428,Fail
Female,Urban,High School,Excellent,7,4,16.95528453872624,7.709010837330284,0,2.3070628359434355,51.126023795849264,58.95541691809407,At-Risk
Male,Suburban,PhD,Poor,3,4,12.765020339927593,7.789698959881827,1,2.39043820288918,42.667497883810576,66.02215544302659,At-Risk
Female,Suburban,Bachelors,Excellent,7,3,23.055574912059786,6.526667106711556,3,2.5462478048730026,69.93687509114476,57.102027343967244,At-Risk
Male,Urban,Masters,Average,9,6,18.144820540202637,6.992622887400063,0,2.654270315182572,61.73346770877986,69.13282326099585,At-Risk
Male,Urban,High School,Average,10,4,8.253449726292983,7.617450180111025,0,1.8083102891824778,18.419955889565877,51.67638974468655,Fail
Female,Rural,High School,Good,4,3,17.754389720193107,6.524892755850804,2,2.3075703694806475,42.838388698772434,62.14018234881359,At-Risk
Male,Urban,Bachelors,Excellent,7,3,11.552601512460514,7.991270756199174,3,2.043590006776996,56.711934023397745,49.27736403946514,At-Risk
Male,Suburban,High School,Poor,9,6,15.678450877027268,5.415736427143318,3,2.412567169492127,56.89504218191989,63.117777727305594,At-Risk
Female,Urban,High School,Average,8,5,11.344022796863255,5.901696572050261,1,2.135107083560335,42.023098179141094,58.3596521488325,At-Risk
Female,Urban,Bachelors,Excellent,8,3,4.0279805631191135,5.4296303554843215,0,2.348686259562808,59.25508526754418,68.32826506148774,At-Risk
Female,Urban,Bachelors,Average,9,4,14.89133253535803,5.9970668290368,2,2.236217629870947,47.50496680495274,51.416516825667664,At-Risk
Female,Suburban,Bachelors,Average,5,6,7.827921205760202,6.569073662064995,0,2.4521272461274117,54.87543967291614,52.36862010254211,At-Risk
Male,Rural,Bachelors,Good,5,6,17.098576943656624,8.543636705030986,0,2.6822005730030973,64.3597201186258,60.404520521352204,At-Risk
Male,Urban,Bachelors,Average,3,6,15.873924129032602,7.062148272935489,0,2.8684968432891735,88.56733879932338,72.87563319877789,Pass
Male,Urban,High School,Excellent,5,5,11.980577280297098,5.073538402322373,3,2.7200058386619466,84.80776599248699,68.03527474577686,Pass
Female,Urban,High School,Good,8,5,24.12768519011994,4.897059299139661,0,2.009866841779452,30.5348753009044,55.265210477427246,Fail
Female,Urban,High School,Good,5,4,8.803562663478099,6.37600370662361,1,2.198195696359086,54.3088009581776,61.60110636586538,At-Risk
Female,Urban,High School,Excellent,4,4,11.87831174371917,8.251601544966848,2,2.2674970955267395,42.16536153896251,41.60578857865046,Fail
Female,Urban,PhD,Good,8,6,9.39654208808126,9.10446541719196,2,2.1884160975523517,44.07801775268805,50.86181718395806,Fail
Male,Suburban,Bachelors,Poor,7,4,25.206580161296102,4.613852504595711,0,3.235550963353662,62.299882699094354,82.58664432049085,Pass
Female,Urban,Bachelors,Average,6,3,21.76122070823039,7.558528696705088,2,2.644920831906668,57.44569347646262,75.04445164877552,At-Risk
Male,Urban,High School,Good,5,5,7.889390678347845,6.3971913077861124,0,2.368249742017858,47.27413000113145,58.77919916306851,At-Risk
Female,Rural,High School,Average,5,6,10.872094791732046,6.513668822614726,3,1.6128812963400965,50.57743818193871,51.24564796950011,Fail
Male,Urban,High School,Excellent,10,6,11.04170670772451,5.40363718163571,2,2.2450695821903546,47.70743711601232,60.53777711518274,At-Risk
Female,Rural,High School,Good,2,3,12.246364911185722,6.669905128820634,3,2.1304158794150516,33.802141646914635,56.30660577393199,Fail
Male,Urban,High School,Average,4,3,9.786096730833426,5.336230810169557,3,2.1044934231181167,52.58409554705993,51.730541876244104,At-Risk
Male,Rural,Bachelors,Good,8,3,11.971244814943558,6.6012236147734695,1,1.5629463000516255,37.30437875904401,38.876770989518306,Fail
Male,Suburban,Bachelors,Good,8,3,20.02436134529999,8.722386763876811,1,2.6301415550222202,63.11804683467779,68.39979940433194,At-Risk
Female,Rural,Bachelors,Excellent,1,6,24.73456168039494,7.9468562799840505,2,2.7026389848901697,73.66596132263132,66.00293619083081,At-Risk
Female,Rural,Bachelors,Excellent,2,5,7.278009105612884,9.870627416033468,0,2.808500250484481,82.53144466423446,79.11299900288836,Pass
Male,Urban,Masters,Good,5,5,9.794464383663936,7.789535844552996,0,2.457356128621162,58.65226241861278,68.4705255938403,At-Risk
Male,Rural,High School,Good,9,3,16.067797221901166,7.261777104245212,0,1.7761675197258224,47.06102146989852,53.98814784352315,Fail
Female,Urban,High School,Good,10,4,7.098471801919746,7.829343411268577,0,1.7007613251229017,39.991873681574916,34.19984956258904,Fail
Male,Urban,High School,Good,7,6,16.197160106956126,5.83630274587704,1,1.8926042491031594,52.38002856564368,38.7331760872826,Fail
Female,Urban,Bachelors,Average,10,5,17.700513935648644,3.8709574768588833,0,2.781742906652697,54.84664190626779,73.4468076011428,At-Risk
Female,Suburban,PhD,Average,5,3,18.503262750134873,8.194256727196107,0,3.1621834814180825,85.22803123800331,78.40965659336554,Pass
Male,Urban,High School,Good,1,4,17.56072263248118,4.307006372894399,3,2.5679099646882304,67.02796059824504,66.26847478222108,At-Risk
Male,Suburban,Masters,Average,6,4,12.323757264217992,8.682401582946373,0,3.177711249744639,69.84761473291701,70.5034206244097,Pass
Non-binary,Suburban,Masters,Poor,8,3,14.091652192666476,8.126220615012723,0,2.4630993614309666,83.66096190056972,49.91374729827531,At-Risk
Male,Suburban,High School,Good,7,6,9.102362069283522,5.72571828143434,1,2.358840111179349,45.37668080598178,60.83164334983396,At-Risk
Male,Rural,High School,Poor,2,5,17.32169327318813,6.345865505316607,2,2.48382296732662,65.3933083601698,56.016495540990995,At-Risk
Female,Urban,Bachelors,Good,5,4,23.01680133567561,6.982692090813799,3,2.731726169360974,58.72105808798242,74.00600169279087,At-Risk
Female,Urban,PhD,Good,4,5,17.311004495336945,5.6167430238694935,3,2.737901333227104,74.2275595854749,63.52456259018798,At-Risk
Non-binary,Urban,High School,Excellent,9,5,11.524996320864732,7.810780284023457,2,2.2194537487101735,75.48274843583684,48.38656149544448,At-Risk
Female,Urban,Bachelors,Good,10,4,19.973959263496127,7.94300467237329,3,2.1887017880829407,62.47308687297418,36.58432680458158,Fail
Male,Urban,High School,Poor,1,3,26.82823347389468,4.835557839779893,0,3.0439329945028115,74.93786439342368,86.07869718508606,Pass
Male,Urban,Bachelors,Good,6,4,16.215748858068075,5.76533648932673,0,2.8905962956054863,81.55096257079282,77.84531098116061,Pass
Female,Urban,Bachelors,Excellent,3,4,17.77236421927334,6.9447897310404585,2,2.5983708621540407,59.054782896093414,52.99369193517579,At-Risk
Female,Rural,Bachelors,Excellent,9,6,18.38850547033022,8.710870496455586,1,2.2393954226570227,60.87466299355895,40.00523473312343,At-Risk
Male,Suburban,Masters,Good,5,5,6.977713670741313,7.978427493472043,1,2.011217667314559,51.157943711684844,45.503828389067536,Fail
Female,Urban,Masters,Average,6,3,12.944389136573575,3.5036225477110188,3,2.186559512673546,42.49816313288986,62.24255613446345,At-Risk
Male,Suburban,Masters,Excellent,9,5,12.430667892347637,6.562008733426259,1,2.1680060562623136,71.28624434072638,49.98347905726672,At-Risk
Female,Urban,High School,Average,9,4,19.17433324447974,7.709010425505165,1,2.863695009805451,84.03059740890383,69.9354423131562,Pass
Male,Urban,Bachelors,Good,8,3,18.59184653947041,5.800060273820568,1,2.443706462561355,52.531228503301946,69.01735152654646,At-Risk
Male,Suburban,High School,Good,9,3,14.39631628633526,5.6838814669022595,1,1.9675938795897348,59.446525806902905,41.283702103162575,Fail
Male,Urban,Bachelors,Poor,4,3,12.130609704956424,5.8795679755175465,1,2.4716928948872408,50.01753654543627,56.335391684682186,At-Risk
Male,Urban,Bachelors,Average,6,3,6.567020201466082,6.538034312363323,1,1.7063755415623967,47.288631133547625,44.41607459779064,Fail
Male,Rural,Bachelors,Average,5,6,14.92293735695869,5.531359868985369,1,1.5324693242536078,38.786912757281975,36.07019736683383,Fail
Female,Rural,Bachelors,Good,5,3,10.227159426105828,7.9898955545910795,3,1.7517962218706633,60.578853687855926,36.77736196877544,Fail
Female,Suburban,PhD,Excellent,4,4,9.607493302109438,5.708947796332016,0,2.4953847091542167,65.70362272947281,68.04261354748749,At-Risk
Female,Suburban,High School,Average,2,6,19.631343820612933,5.445761887027125,1,2.662279066822779,51.105374716053035,70.69967621444995,At-Risk
Non-binary,Suburban,Bachelors,Excellent,6,4,19.10959897523392,6.40196214995661,0,2.9440899209045064,83.79492280383793,80.25966714835995,Pass
Male,Urban,High School,Poor,9,4,12.557029209502499,9.218374831071374,2,1.74887623694467,39.31609753492693,42.495488317446735,Fail
Male,Urban,High School,Good,1,5,7.15477859346183,7.787919802736174,0,2.281581896878381,52.16221500879542,42.95244877335897,Fail
Female,Urban,High School,Poor,7,3,10.870942098781468,7.883295751676106,2,1.7085843693549223,43.006590735872365,42.800646502859244,Fail
Male,Urban,Masters,Excellent,6,3,19.966269806635964,7.429376906951164,3,2.8384886416852555,65.2153679700751,61.587835756456485,At-Risk
Non-binary,Suburban,Masters,Good,3,4,17.338593084881207,5.579528583200531,0,2.3193080583564463,75.93085672582896,41.76730669297083,At-Risk
Male,Urban,Masters,Good,1,3,12.640976012888212,6.039901324599215,2,2.60268866658768,73.11909295358129,62.8695083421116,At-Risk
Non-binary,Rural,PhD,Excellent,4,6,15.293765884384536,5.785006103419922,0,2.3764772085433616,47.97317805859782,60.22603219691194,At-Risk
Male,Rural,High School,Good,9,5,4.6258904102159,8.637340002827942,3,1.4660003021472099,29.374488442157297,49.436228895673146,Fail
Female,Suburban,High School,Excellent,2,3,4.247378064826089,7.443005096924166,0,1.4908167983767604,24.174244040878598,27.625583498973356,Fail
Female,Suburban,Bachelors,Good,3,3,24.88563260260529,4.4990414459569426,2,3.469371106302305,96.41154451590582,92.15070169423339,Pass
Non-binary,Rural,Bachelors,Excellent,2,6,17.532631091698278,9.178979617577038,1,2.490718388091535,61.599044921712206,49.476620817392586,At-Risk
Male,Urban,Bachelors,Good,2,5,15.008310321296271,6.502072853333111,1,2.2508791500438017,46.505608523135386,66.43287214298405,At-Risk
Female,Suburban,High School,Average,10,6,13.01521907995869,7.980067021780332,1,2.3489323083113933,74.44152076555737,53.118141066361254,At-Risk
Non-binary,Urban,Bachelors,Good,8,4,6.190830052342626,8.578506910069628,3,2.429164835163875,65.77790810177164,58.050470981690815,At-Risk
Female,Suburban,Bachelors,Average,3,4,19.966070637430445,3.156896974814795,1,2.6396107526440837,67.84552655248488,63.414115617197616,At-Risk
Female,Urban,High School,Good,7,3,9.315556184348015,7.681896560919918,3,2.580286847952637,65.89075802239667,70.5788423555562,At-Risk
Female,Rural,Bachelors,Good,8,5,18.520913226667414,6.62113590243595,1,2.048206127339937,37.625288684322335,39.601365907856724,Fail
Male,Rural,Bachelors,Good,3,4,15.660003827712808,3.3671620040774837,3,2.330243136864285,63.84962397229072,56.83683694666832,At-Risk
Female,Urban,Bachelors,Poor,2,6,14.739527679382565,5.301209361211446,3,2.8268565031876838,66.48266550144601,65.54089757779452,At-Risk
Female,Urban,High School,Average,8,4,8.488168404676985,6.318087187547603,0,2.435759413526823,69.60048992228984,78.4783681401928,Pass
Female,Rural,Bachelors,Good,3,4,8.554749976636971,8.26847706515067,1,1.632330188924338,47.20057938093854,32.128427881294684,Fail
Male,Urban,High School,Excellent,7,6,16.94967193156294,6.735643074981959,0,3.0538061655419506,75.73439599333244,55.68864143377897,At-Risk
Male,Rural,High School,Average,1,3,15.396084122100092,7.222181971508655,2,2.680439213339378,65.69281512270499,80.56774342975612,Pass
Female,Suburban,Bachelors,Good,6,5,15.235835366316895,6.465807455740268,1,2.675589268589271,83.47903843469211,70.82044455564095,Pass
Female,Urban,Bachelors,Good,9,3,16.43020796256844,8.631856411458733,1,2.2858978066556968,43.77886471207616,50.84844608173319,At-Risk
Male,Urban,High School,Good,3,6,5.316282549364789,7.781546734921299,1,1.9084910849511412,41.978286259194476,47.45459417950282,Fail
Female,Urban,Bachelors,Average,7,4,20.075719199702434,7.244283222676001,1,2.791034002802196,81.14118037178318,63.367898411134334,Pass
Male,Suburban,Bachelors,Good,6,5,13.220501296928214,5.285300498205613,0,2.564129651961196,78.95499445842361,48.447259415802904,At-Risk
Male,Urban,Bachelors,Average,8,3,20.848225110602186,7.1797591226965665,0,2.7904254717567234,68.38178794550998,68.44644012281735,At-Risk
Male,Suburban,Bachelors,Excellent,3,6,4.958379976070793,11.172807708068868,3,2.549398727392365,56.741777737488675,62.36348609298449,At-Risk
Male,Urban,Bachelors,Average,3,4,17.84513002763715,8.192900929748971,0,2.9901520772439776,67.96325638387039,77.46857802219162,Pass
Female,Suburban,Bachelors,Average,4,4,17.797896488971304,5.890985824551272,3,2.057192082968699,37.08552954940721,43.64583812405785,Fail
Male,Rural,High School,Poor,3,3,7.5693366332167145,9.778689835320096,2,1.9614642093789774,69.05410412750756,42.8387881648139,At-Risk
Non-binary,Rural,High School,Average,9,6,11.803719411989317,5.82490956781407,0,1.3203745042786512,31.52877866985736,29.99683072216558,Fail
Non-binary,Urban,Bachelors,Good,4,4,9.702468020249004,8.071456061066526,3,2.4879916289310886,66.8485416514011,54.353014350314055,At-Risk
Female,Rural,Bachelors,Average,6,4,19.316063112526265,6.930700253873103,1,2.805071252845586,74.87704746668926,79.22088602437748,Pass
Female,Suburban,Bachelors,Poor,8,5,16.544442414446216,7.273193629468338,2,2.2508602579003805,71.109844247246,63.06448726671533,At-Risk
Male,Suburban,High School,Good,8,4,22.99424412950877,7.3282445772396585,3,2.35484080791641,54.67846399458109,54.74394101602146,At-Risk
Female,Rural,High School,Poor,5,3,16.014769671409827,6.628647360382606,2,1.8718924533211707,43.309733207071694,51.073980364219175,Fail
Female,Urban,Bachelors,Poor,5,6,18.66122093444779,6.415990438492512,1,2.502356588321717,70.86809017504304,52.652619228159935,At-Risk
Male,Urban,High School,Excellent,6,6,20.860053706902537,5.024748873155255,1,2.657832360642954,48.49668015044057,62.754993155381904,At-Risk
Female,Rural,Bachelors,Good,10,5,17.772133632538637,5.3124714546841965,3,2.3239671426501287,73.0022980098067,69.80780272237844,At-Risk
Female,Urban,High School,Excellent,7,6,13.079083985241104,7.500945548917326,3,2.6937652513561727,84.72546547339448,72.51112497058632,Pass
Female,Rural,Bachelors,Excellent,10,3,12.148527773692319,5.975928525769875,1,1.6030279929511808,42.53354168753525,42.388357313231495,Fail
Female,Rural,Masters,Good,7,4,14.601332862357316,5.634985167317644,3,2.3375228871749028,49.060634880107855,55.56969110646033,At-Risk
Female,Urban,High School,Poor,4,5,18.98291894905045,11.240985850882028,1,3.0353446288963424,84.41484448666165,75.54811307589213,Pass
Male,Rural,Bachelors,Good,6,6,11.169484690735242,10.734018137911857,0,2.7620953362874525,67.14203763531833,57.30527861627846,At-Risk
Female,Urban,High School,Excellent,7,5,18.260767630898492,7.871236141969423,3,2.1836005783794104,56.01214308606595,52.00291584314042,At-Risk
Female,Suburban,Bachelors,Good,5,5,16.613161591551528,8.082267607133232,2,2.10868074751887,54.90177521782625,55.72526718157333,At-Risk
Male,Suburban,Bachelors,Good,5,6,8.733469384002593,5.781375038405242,1,2.2351799986339276,49.2961470122333,55.66812889159353,At-Risk
Male,Rural,Bachelors,Average,2,5,18.01767629595214,5.222138592093125,0,3.335858204233611,86.86908333418138,83.1851368285827,Pass
Male,Urban,Bachelors,Excellent,7,6,15.709605064261762,6.489496260859289,3,2.180927032349767,39.890407687886544,49.288001946738376,Fail
Female,Urban,Masters,Good,6,3,12.247378944048535,7.000444831411825,1,2.59703939587421,42.96853029386063,57.66400420279222,At-Risk
Non-binary,Suburban,High School,Excellent,1,6,15.637142863571345,8.06961633930443,0,2.007668292549109,53.83552761928764,42.197905483277616,Fail
Male,Suburban,High School,Average,4,4,12.441744883579645,4.254495248400237,3,2.788288043860082,80.14354725834448,67.6921600095775,Pass
Female,Suburban,Masters,Average,3,6,16.238360323448884,10.220870751843243,1,2.3213467654483972,52.898301610044975,63.90761780249859,At-Risk
Male,Urban,Bachelors,Average,3,4,14.160198151767236,7.3720370750283015,1,1.9708367633168566,43.573905207767446,42.402649516983956,Fail
Non-binary,Urban,Masters,Good,7,5,7.350378839951919,4.673954949177187,1,2.1500480561201303,60.22646321251985,54.07729069688261,At-Risk
Female,Urban,Bachelors,Average,10,6,14.309821890588797,7.23621219302329,3,2.373638026112559,59.133893429790206,59.46478553740903,At-Risk
Female,Rural,Masters,Poor,4,4,12.78658052284595,5.646323705359412,0,2.6405470923698497,60.35273261651822,73.45471663680708,At-Risk
Male,Urban,Bachelors,Excellent,8,6,18.177931771493974,5.54118985488512,1,2.767393749248409,72.23769179551236,69.29189900950492,Pass
Male,Urban,Bachelors,Poor,9,6,19.39884247972872,5.406397169238295,0,1.9025503181992294,47.62741684556378,35.660962929129006,Fail
Male,Rural,Masters,Excellent,3,6,12.454991190847451,6.6152710572712525,0,2.247137602071271,43.68550794711517,73.17745801562324,At-Risk
Male,Urban,Bachelors,Average,5,3,11.053022617071242,10.154073536131268,2,2.3784479677255606,58.37294608098865,67.23472500304416,At-Risk
Female,Rural,High School,Excellent,4,4,6.599229761205196,7.13899800796616,0,1.4444136703946595,37.93970923807604,39.975869127452974,Fail
Female,Suburban,High School,Good,10,3,10.92981438491296,8.040834708894883,0,2.1750045931462116,49.03728140646173,49.77114039413162,At-Risk
Non-binary,Rural,High School,Excellent,6,3,13.383656128038648,8.407771422747214,0,2.3651052028240365,68.3851557076371,56.57619028700072,At-Risk
Non-binary,Urban,High School,Excellent,10,4,8.303683319228929,6.78286550716122,0,1.6524187768059142,46.143761230812856,29.931366717152155,Fail
Female,Urban,High School,Poor,4,6,19.465682961651098,5.258469972337993,0,2.4492109470754606,58.45953596130475,58.56040758711243,At-Risk
Female,Suburban,Bachelors,Poor,8,3,16.310809802203472,4.601887474875759,3,2.3235448093426774,59.42511827829159,59.49419223057287,At-Risk
Female,Rural,Bachelors,Average,3,3,14.397916429900505,6.418821724499756,2,2.1590472325626324,50.21167405403738,53.77450009047824,At-Risk
Female,Suburban,Bachelors,Good,5,3,14.916643478024323,8.715904470072921,1,2.544321605981831,61.36501642206922,77.62849477055858,At-Risk
Male,Urban,Bachelors,Excellent,1,6,16.530224767925564,8.403088225074441,2,2.7214943528833433,66.16224834993042,73.40525270615102,At-Risk
Male,Suburban,High School,Good,6,3,18.165474889347543,7.384570942039163,2,2.5262860248671566,45.455795225310126,70.9459721300655,At-Risk
Male,Suburban,High School,Good,5,5,19.045038184236326,7.583317924838063,1,2.404227696665358,60.37970316149473,64.42701798556578,At-Risk
Female,Suburban,High School,Average,8,4,13.454345023434596,6.794763459331404,0,2.3157808207462764,61.077932648767366,59.19563219673823,At-Risk
Female,Suburban,Bachelors,Excellent,9,5,14.290325266078565,6.2777770093180045,1,2.170428717693041,78.87565284965903,57.8992258533816,At-Risk
Male,Rural,High School,Excellent,8,6,15.864850529720819,5.892724631719183,0,2.1344842614621364,57.7609374904381,37.48910593390427,Fail
Female,Suburban,High School,Average,8,3,14.086193360076841,4.792824633547231,1,1.9444279032484975,42.08153677413427,46.527743804061245,Fail
Female,Urban,Bachelors,Good,3,4,19.361587079434354,9.695688724937678,3,3.161767430252785,62.63605836055818,67.86203173472357,At-Risk
Male,Urban,Masters,Poor,4,3,21.136612190690492,7.25668145096099,2,2.6404073043785856,55.44714841810935,56.57059804428409,At-Risk
Male,Urban,High School,Good,4,6,16.720366572640806,6.336302116514352,0,2.756635097445512,63.92296835127409,78.4648597195392,Pass
Female,Urban,Bachelors,Good,5,4,10.459041793533814,9.731749803688722,2,2.014296152658897,45.542811727482984,41.74506790787318,Fail
Female,Urban,Bachelors,Average,9,5,17.542005604160376,10.017973646143382,0,2.623486887230367,63.21290216668204,54.99791832419929,At-Risk
Female,Urban,Bachelors,Good,9,4,16.91849527105413,11.11773752951256,1,2.4775373393547344,57.91535771288198,65.05507019689378,At-Risk
Female,Urban,Masters,Average,10,3,10.039789873412516,6.627508827493136,1,2.1387839251157423,51.160597379838634,52.92016463034258,At-Risk
Female,Urban,High School,Good,1,4,16.912999796643636,7.157846159169139,1,2.3266844463620044,53.94401590357405,61.73722677476688,At-Risk
Female,Rural,High School,Good,8,6,12.27904740676994,7.9764338837422155,3,1.834436608656294,46.04507259873711,59.90815804928229,At-Risk
Female,Rural,Masters,Poor,1,6,18.730469075386413,9.493277699871658,1,2.415139731870329,51.34449534847635,64.96056286169464,At-Risk
Female,Urban,Bachelors,Good,2,4,17.501352609,7.09303476693509,1,2.7803927161418103,56.922116354454424,57.10493863033445,At-Risk
Male,Rural,Bachelors,Good,7,6,16.11493269417862,5.524967714447943,3,2.085171382801568,49.74866968371254,59.592461796004784,At-Risk
Male,Suburban,Bachelors,Average,8,6,15.192733669445847,5.8699306288489135,2,2.5132847975082053,67.17173636293154,61.07272754035905,At-Risk
Male,Urban,Bachelors,Poor,1,6,4.333139633318304,8.766147174083324,2,2.497491662527872,51.24690720856046,63.78085337423652,At-Risk
Female,Urban,Masters,Good,3,5,8.928624476713319,7.931552789731984,0,3.0787955021970683,71.22389453018155,63.74260306645322,At-Risk
Female,Suburban,PhD,Excellent,7,3,14.345993901050646,6.74063483126428,2,2.3158541293009107,56.434900778536054,61.92236502874284,At-Risk
Female,Suburban,Bachelors,Average,9,6,22.59691773901768,6.6419798326204145,0,2.6343449820743685,64.15568515444022,55.446826603972795,At-Risk
Male,Suburban,High School,Average,8,4,17.8234053406639,6.740701692154523,0,3.3045322413641696,90.14177785942033,86.88730078718653,Pass
Male,Urban,Masters,Average,8,6,24.070231645294577,8.858558544832901,2,2.804674713794248,79.51515653321489,64.33394940765355,Pass
Male,Urban,High School,Good,9,5,15.414935968271214,5.8165705808316615,2,2.4563836170200055,63.62978937131268,67.1869052947574,At-Risk
Male,Urban,High School,Average,10,4,14.845746180873636,5.179883348770982,3,2.245508913084018,68.23190583725673,45.77728182385904,At-Risk
Female,Urban,Masters,Average,3,3,22.125625932935197,9.725213160368686,0,3.7853620435878,90.9438282760188,82.14790527612148,Pass
Male,Urban,High School,Good,8,4,14.203928475803258,7.0375817080594905,2,1.7966861737204773,53.31913736856599,40.5860486253556,Fail
Male,Urban,High School,Good,1,4,10.067650467594083,6.881006861286927,2,1.95087129671941,42.64165420986202,50.90234003234949,Fail
Female,Rural,High School,Average,8,4,16.58377058808682,8.006488179576609,3,1.7201311847845062,45.9634138718889,33.842017199240814,Fail
Male,Rural,Masters,Good,7,4,20.61256990996197,5.516634462198127,2,2.4046648735879805,66.55785057930134,61.747267712121634,At-Risk
Female,Urban,Bachelors,Good,8,6,10.870262434593954,8.125744001164716,1,2.0451868140122706,51.69112978981631,58.124919866229895,At-Risk
Female,Rural,Bachelors,Poor,1,3,17.945217698390163,6.4259091410038405,1,1.95065932002636,39.11653584862651,38.17763474119715,Fail
Male,Urban,High School,Poor,6,6,14.533817456678353,8.68850880502601,0,2.129732064309564,36.51773789575445,54.886293579879656,Fail
Female,Urban,Bachelors,Excellent,7,5,17.256748922835282,4.699398847494728,3,2.603511372062031,70.65689090703383,69.40605603678021,At-Risk
